"ts","x","y","z"
1.201492690E2,3.368472680E-2,-4.317840934E-1,-1.972337719E-3
1.201593170E2,2.114904076E-1,-4.815364778E-1,-1.785684079E-1
1.201693660E2,4.059881866E-1,-3.840118051E-1,-2.561315298E-1
1.201794140E2,4.919395745E-1,-2.417713404E-1,-2.150986195E-1
1.201894620E2,4.670896530E-1,-1.575608104E-1,-8.204992115E-2
1.201995110E2,3.467922807E-1,-9.707057476E-2,6.430090219E-2
1.202095590E2,1.435938329E-1,6.883213297E-3,1.344072223E-1
1.202196080E2,-1.049944088E-1,1.780054271E-1,8.874706924E-2
1.202296560E2,-3.196209669E-1,2.931317389E-1,-2.307208441E-2
1.202397040E2,-4.862384498E-1,2.387150973E-1,-1.304728389E-1
1.202497530E2,-6.057476997E-1,1.006302759E-1,-2.466946393E-1
1.202598010E2,-6.783279181E-1,1.113275997E-3,-4.015089571E-1
1.202698490E2,-7.046522498E-1,-5.820762739E-2,-5.273819566E-1
1.202798980E2,-7.080333829E-1,-8.318807930E-2,-5.898981094E-1
1.202899460E2,-6.743904352E-1,-3.220477328E-2,-6.434208751E-1
1.202999940E2,-6.304472089E-1,6.050785631E-2,-6.997358203E-1
1.203100430E2,-5.881924629E-1,1.590178907E-1,-7.275369167E-1
1.203200910E2,-5.643121600E-1,2.621509433E-1,-6.726821661E-1
1.203301390E2,-5.394628048E-1,3.011683524E-1,-5.518295169E-1
1.203401880E2,-5.319947600E-1,3.191273808E-1,-4.144740403E-1
1.203502360E2,-5.320003033E-1,3.601632416E-1,-2.974161804E-1
1.203602850E2,-5.426756144E-1,4.213131368E-1,-1.939132363E-1
1.203703330E2,-5.599814057E-1,4.877573848E-1,-1.140508354E-1
1.203803810E2,-5.781055689E-1,5.325285792E-1,-5.486634001E-2
1.203904300E2,-5.885196924E-1,5.137019753E-1,-3.135504574E-2
1.204004780E2,-5.984131098E-1,4.340447187E-1,-2.875340357E-2
1.204105260E2,-5.952411294E-1,3.313387632E-1,-3.577195480E-2
1.204205750E2,-5.794789195E-1,2.399428040E-1,-4.796497151E-2
1.204306230E2,-5.521473885E-1,1.547539234E-1,-5.787869543E-2
1.204406710E2,-5.206661224E-1,8.899914473E-2,-5.219257995E-2
1.204507200E2,-4.924238920E-1,2.056865394E-2,-3.921723366E-2
1.204607680E2,-4.704136848E-1,-3.210547566E-2,-2.295197546E-2
1.204708170E2,-4.630449712E-1,-7.029893994E-2,3.785787616E-3
1.204808650E2,-4.882352948E-1,-9.585995972E-2,3.325526416E-2
1.204909130E2,-5.285351872E-1,-9.983597696E-2,6.498896331E-2
1.205009620E2,-5.609897971E-1,-9.913290292E-2,7.713111490E-2
1.205110100E2,-5.620632172E-1,-9.491220117E-2,7.484904677E-2
1.205210580E2,-5.138562918E-1,-9.803955257E-2,5.074930191E-2
1.205311070E2,-4.226810634E-1,-1.051927581E-1,1.352251694E-2
1.205411550E2,-3.264165819E-1,-1.041240320E-1,-3.296562284E-2
1.205512030E2,-2.661798000E-1,-5.842866004E-2,-8.135552704E-2
1.205612520E2,-2.474399358E-1,1.651642099E-2,-1.097568050E-1
1.205713000E2,-2.585807741E-1,7.927859575E-2,-1.234571114E-1
1.205813480E2,-2.636967003E-1,5.912325904E-2,-1.276433468E-1
1.205913970E2,-1.607553512E-1,-2.980631217E-2,-1.723824739E-1
1.206014450E2,-3.616575152E-2,1.422789097E-1,-2.950061262E-1
1.206114930E2,5.924425647E-2,7.390506268E-1,-4.750872552E-1
1.206215420E2,2.132572681E-1,9.462935328E-1,-7.039231062E-1
1.206315900E2,4.655907154E-1,5.212625861E-1,-9.589267969E-1
1.206416390E2,6.189088821E-1,1.054195836E-1,-1.049297810E0
1.206516870E2,6.510381699E-1,-9.422181547E-2,-9.487388134E-1
1.206617350E2,5.619085431E-1,-2.115649581E-1,-7.350065708E-1
1.206717840E2,3.444552422E-1,-3.536047041E-1,-4.598030746E-1
1.206818320E2,7.083702087E-2,-5.345752835E-1,-1.767676473E-1
1.206918800E2,-1.630646288E-1,-6.785028577E-1,5.771069601E-2
1.207019290E2,-3.016864061E-1,-6.776636839E-1,2.331634909E-1
1.207119770E2,-3.248607814E-1,-5.000112057E-1,3.574454486E-1
1.207220250E2,-2.447457016E-1,-1.977740973E-1,4.703160524E-1
1.207320740E2,-8.596587181E-2,1.085634902E-1,5.897274017E-1
1.207421220E2,4.062109813E-2,3.718800843E-1,5.955165625E-1
1.207521710E2,1.488247663E-1,5.810846686E-1,4.768165648E-1
1.207622190E2,2.810943723E-1,6.959593296E-1,3.097072244E-1
1.207722670E2,4.043936431E-1,6.493158937E-1,1.972664148E-1
1.207823160E2,5.001433492E-1,4.454229474E-1,1.753187776E-1
1.207923640E2,5.746362805E-1,1.893901527E-1,1.807750016E-1
1.208024120E2,6.297000647E-1,-1.101618633E-2,2.234215289E-1
1.208124610E2,6.375079155E-1,-1.382007897E-1,2.764040530E-1
1.208225090E2,6.284648776E-1,-2.246880084E-1,3.302869797E-1
1.208325570E2,6.124771833E-1,-2.526072264E-1,3.808695674E-1
1.208426060E2,5.883731246E-1,-2.596262395E-1,4.315407276E-1
1.208526540E2,5.778523088E-1,-2.215427905E-1,4.530439079E-1
1.208627030E2,5.742698312E-1,-1.407965422E-1,4.108722210E-1
1.208727510E2,5.763598084E-1,-3.997541964E-2,3.159145713E-1
1.208827990E2,5.893717408E-1,5.049988255E-2,2.226418555E-1
1.208928480E2,6.186290979E-1,1.329476982E-1,1.548708528E-1
1.209028960E2,6.552100182E-1,2.101327628E-1,1.244996339E-1
1.209129440E2,6.870860457E-1,2.619252503E-1,1.126412153E-1
1.209229930E2,7.106736302E-1,2.867704332E-1,1.116459891E-1
1.209330410E2,7.288345695E-1,2.796131968E-1,1.194723845E-1
1.209430890E2,7.471581697E-1,2.486923039E-1,1.225768328E-1
1.209531380E2,7.629712224E-1,2.040289640E-1,1.166563630E-1
1.209631860E2,7.689819932E-1,1.578729302E-1,1.011650115E-1
1.209732350E2,7.792930603E-1,1.171774864E-1,7.710458338E-2
1.209832830E2,7.938980460E-1,6.380028278E-2,4.391254485E-2
1.209933310E2,8.223107457E-1,-1.282100100E-3,4.316235892E-3
1.210033800E2,8.372327089E-1,-8.296391368E-2,-1.603484154E-2
1.210134280E2,8.179282546E-1,-1.732988656E-1,-3.474626318E-2
1.210234760E2,7.581549287E-1,-2.512232065E-1,-3.673085198E-2
1.210335250E2,6.529959440E-1,-3.139731884E-1,-1.618307456E-2
1.210435730E2,5.307999849E-1,-3.543246090E-1,3.946553916E-2
1.210536210E2,4.282121956E-1,-3.620967269E-1,1.063554659E-1
1.210636700E2,3.658630550E-1,-3.092218041E-1,1.578167975E-1
1.210737180E2,3.616240919E-1,-2.224355340E-1,2.074163556E-1
1.210837670E2,3.783588409E-1,-1.660401672E-1,2.401087880E-1
1.210938150E2,3.584636748E-1,-2.171475887E-1,2.334585041E-1
1.211038630E2,1.934118718E-1,-3.754386902E-1,2.361296564E-1
1.211139120E2,-1.073574349E-1,-2.754741907E-1,4.040064812E-1
1.211239600E2,-2.152040005E-1,1.951854825E-1,6.898933649E-1
1.211340080E2,-6.562789530E-2,5.332324505E-1,9.199975133E-1
1.211440570E2,-9.232901037E-2,3.602476418E-1,9.940198064E-1
1.211541050E2,-1.407075077E-1,-7.768634707E-2,8.579065800E-1
1.211641530E2,-9.388700873E-2,-3.203975558E-1,6.631155610E-1
1.211742020E2,-6.773432251E-3,-4.104331732E-1,4.660964310E-1
1.211842500E2,1.364726722E-1,-4.806511402E-1,2.820237875E-1
1.211942990E2,2.861890495E-1,-6.101970077E-1,1.082088128E-1
1.212043470E2,3.982173204E-1,-7.028207183E-1,-5.154356733E-2
1.212143950E2,4.411013126E-1,-6.605578065E-1,-2.073941082E-1
1.212244440E2,3.629513681E-1,-3.962281048E-1,-3.706397414E-1
1.212344920E2,1.906850785E-1,3.172802553E-2,-4.698677361E-1
1.212445400E2,-7.722433656E-4,4.512576461E-1,-4.929770529E-1
1.212545890E2,-2.084197402E-1,6.978753805E-1,-4.396788478E-1
1.212646370E2,-4.024552405E-1,7.364278436E-1,-3.376651108E-1
1.212746850E2,-5.525751710E-1,6.900883317E-1,-2.102050632E-1
1.212847341E2,-6.547867656E-1,5.674279332E-1,-1.125573292E-1
1.212947821E2,-7.439731359E-1,3.813553154E-1,-1.192108169E-1
1.213048311E2,-8.269982338E-1,1.869778335E-1,-2.263492495E-1
1.213148791E2,-8.685951233E-1,3.464717790E-2,-3.678038716E-1
1.213249271E2,-8.538042307E-1,-6.960785389E-2,-4.741106033E-1
1.213349761E2,-8.098320365E-1,-1.384303868E-1,-5.474382639E-1
1.213450241E2,-7.692531943E-1,-1.814346015E-1,-6.035668254E-1
1.213550721E2,-7.237461805E-1,-1.801730394E-1,-6.267520189E-1
1.213651211E2,-6.781800389E-1,-1.031490937E-1,-6.058110595E-1
1.213751691E2,-6.456252933E-1,3.799310699E-2,-5.371752381E-1
1.213852171E2,-6.326519251E-1,2.136429548E-1,-4.497863054E-1
1.213952661E2,-6.097384095E-1,3.606568873E-1,-3.546337783E-1
1.214053141E2,-5.827538967E-1,4.506253898E-1,-2.735503614E-1
1.214153631E2,-5.630941987E-1,4.833165109E-1,-2.277973145E-1
1.214254111E2,-5.557569265E-1,4.577259123E-1,-2.131541967E-1
1.214354591E2,-5.458344221E-1,3.880496919E-1,-2.245552391E-1
1.214455081E2,-5.416490436E-1,3.094206750E-1,-2.312626839E-1
1.214555561E2,-5.585241318E-1,2.288057208E-1,-2.222134173E-1
1.214656041E2,-5.914404988E-1,1.601390392E-1,-1.830210090E-1
1.214756531E2,-6.338865757E-1,1.078151017E-1,-1.250718981E-1
1.214857011E2,-6.869958639E-1,6.405563653E-2,-6.780541688E-2
1.214957501E2,-7.395651340E-1,1.004296914E-2,-1.230524480E-2
1.215057981E2,-7.730953693E-1,-4.175764322E-2,3.374613822E-2
1.215158461E2,-7.631018162E-1,-9.008547664E-2,5.801424384E-2
1.215258951E2,-6.888563633E-1,-1.222953498E-1,5.425732210E-2
1.215359431E2,-5.661675334E-1,-1.706536114E-1,1.561208628E-2
1.215459911E2,-4.257856607E-1,-1.982588768E-1,-5.009315535E-2
1.215560401E2,-3.252884746E-1,-1.478342265E-1,-1.095400229E-1
1.215660881E2,-2.963819802E-1,-6.710875779E-2,-1.295931041E-1
1.215761361E2,-2.719877660E-1,-1.112150103E-1,-1.193832308E-1
1.215861851E2,-1.825737357E-1,-3.018038869E-1,-1.353747100E-1
1.215962331E2,-5.437153950E-2,-2.600902319E-1,-2.476073056E-1
1.216062821E2,1.954582706E-2,2.531531155E-1,-4.534233212E-1
1.216163301E2,8.791130781E-2,6.296207905E-1,-7.139818668E-1
1.216263781E2,2.366331518E-1,3.145091534E-1,-9.518103600E-1
1.216364271E2,3.252535462E-1,-7.169476151E-2,-1.006643057E0
1.216464751E2,3.245882690E-1,-1.319074929E-1,-9.434182644E-1
1.216565231E2,2.345928699E-1,-1.147698164E-1,-7.931429744E-1
1.216665721E2,4.829195887E-2,-1.701917946E-1,-5.490810275E-1
1.216766201E2,-2.174398303E-1,-2.399154752E-1,-2.720281780E-1
1.216866691E2,-4.957857132E-1,-3.558466136E-1,-3.277962655E-2
1.216967171E2,-6.586108804E-1,-4.828216136E-1,1.636037380E-1
1.217067651E2,-6.740020514E-1,-4.729647040E-1,2.929209769E-1
1.217168141E2,-5.621480346E-1,-2.943084538E-1,3.912570775E-1
1.217268621E2,-3.741059601E-1,-8.782694116E-3,5.151563883E-1
1.217369101E2,-1.814208776E-1,3.144057691E-1,5.542565584E-1
1.217469591E2,9.029491805E-3,5.124658942E-1,5.512700677E-1
1.217570071E2,1.777689904E-1,5.926323533E-1,4.593768418E-1
1.217670551E2,2.972698212E-1,6.075574756E-1,3.026098907E-1
1.217771041E2,3.853083551E-1,5.550642014E-1,2.050384134E-1
1.217871521E2,4.764302671E-1,3.533822000E-1,1.628582031E-1
1.217972011E2,5.569912791E-1,7.570434362E-2,1.624546349E-1
1.218072491E2,6.063420177E-1,-1.464232653E-1,1.847610027E-1
1.218172971E2,5.977031589E-1,-2.451350093E-1,2.522899806E-1
1.218273461E2,5.431147218E-1,-2.746958435E-1,3.237061203E-1
1.218373941E2,4.886091352E-1,-3.122983277E-1,4.145195782E-1
1.218474421E2,4.439023733E-1,-3.466706872E-1,4.515974224E-1
1.218574911E2,4.172582924E-1,-3.152091503E-1,4.337469339E-1
1.218675391E2,3.916487992E-1,-2.385231704E-1,3.907499313E-1
1.218775881E2,3.769646883E-1,-1.321250647E-1,3.635085821E-1
1.218876361E2,3.742474616E-1,-4.544476420E-2,3.450659513E-1
1.218976841E2,3.818779290E-1,1.888226718E-2,3.222801983E-1
1.219077331E2,3.967871070E-1,6.702449918E-2,3.070383966E-1
1.219177811E2,4.145332575E-1,1.010311320E-1,2.936219573E-1
1.219278291E2,4.425947070E-1,1.288092285E-1,2.858814895E-1
1.219378781E2,4.811179042E-1,1.600851715E-1,2.648192942E-1
1.219479261E2,5.172447562E-1,1.787861586E-1,2.394505590E-1
1.219579751E2,5.444197059E-1,1.706989259E-1,2.093210518E-1
1.219680231E2,5.735104680E-1,1.371462941E-1,1.837033033E-1
1.219780711E2,6.094806790E-1,6.713762879E-2,1.547813267E-1
1.219881201E2,6.509287953E-1,-3.255247697E-2,1.142320335E-1
1.219981681E2,6.860816479E-1,-1.463669688E-1,7.222934812E-2
1.220082161E2,6.813101172E-1,-2.371429354E-1,3.148404509E-2
1.220182651E2,6.126484275E-1,-3.376099169E-1,1.836978830E-2
1.220283131E2,4.859751761E-1,-4.400252402E-1,3.912300617E-2
1.220383621E2,3.500815332E-1,-4.630424082E-1,7.866796106E-2
1.220484101E2,2.082048208E-1,-4.018402994E-1,1.254048496E-1
1.220584581E2,3.577746078E-2,-3.246152103E-1,1.880340278E-1
1.220685071E2,-1.770008653E-1,-2.633177638E-1,3.056741059E-1
1.220785551E2,-4.625433981E-1,-1.508519650E-1,5.187088251E-1
1.220886031E2,-6.925100088E-1,4.024582356E-2,7.904324532E-1
1.220986521E2,-6.203361750E-1,1.931831986E-1,9.839909077E-1
1.221087001E2,-4.373296201E-1,6.161799282E-2,8.702685833E-1
1.221187491E2,-3.564289212E-1,-3.121500015E-1,5.225363374E-1
1.221287971E2,-3.003209233E-1,-5.169409513E-1,2.311558723E-1
1.221388451E2,-1.812032610E-1,-5.673370361E-1,-5.398531258E-2
1.221488941E2,7.207213342E-2,-6.149106622E-1,-2.850251794E-1
1.221589421E2,4.227504730E-1,-6.554674506E-1,-4.216863811E-1
1.221689901E2,6.618980765E-1,-6.288622022E-1,-4.578241408E-1
1.221790391E2,7.016340494E-1,-5.538444519E-1,-3.295503855E-1
1.221890871E2,5.996969938E-1,-3.452014625E-1,-9.172502160E-2
1.221991361E2,4.277034402E-1,3.229550645E-2,7.494209707E-2
1.222091841E2,2.004116774E-1,4.023265541E-1,1.083407998E-1
1.222192321E2,-6.572302431E-2,5.652489066E-1,1.061459258E-1
1.222292811E2,-3.008196652E-1,5.103641152E-1,5.105364695E-2
1.222393291E2,-4.777204990E-1,3.919809759E-1,-7.888001204E-2
1.222493771E2,-6.008751988E-1,2.756144106E-1,-2.089495957E-1
1.222594261E2,-6.824070215E-1,1.447858214E-1,-3.627574146E-1
1.222694741E2,-7.516012788E-1,8.831180632E-3,-4.830630720E-1
1.222795221E2,-7.773261070E-1,-2.715529315E-2,-6.020260453E-1
1.222895713E2,-7.419007421E-1,2.789144590E-2,-7.120119333E-1
1.222996193E2,-6.844520569E-1,1.028085798E-1,-7.719165087E-1
1.223096683E2,-6.335225701E-1,1.274518669E-1,-7.563647032E-1
1.223197163E2,-6.050140262E-1,1.156236380E-1,-6.884461641E-1
1.223297643E2,-5.878078938E-1,1.057313234E-1,-5.899505019E-1
1.223398133E2,-5.792514086E-1,1.302832812E-1,-4.620568454E-1
1.223498613E2,-5.696829557E-1,2.074132264E-1,-3.072294593E-1
1.223599093E2,-5.711813569E-1,3.526714742E-1,-2.007405609E-1
1.223699583E2,-5.710724592E-1,4.580173194E-1,-1.207645014E-1
1.223800063E2,-5.901429057E-1,5.082601905E-1,-6.283254921E-2
1.223900553E2,-6.039891839E-1,4.863556623E-1,-7.748257369E-3
1.224001033E2,-6.158878803E-1,4.211277068E-1,2.423769236E-2
1.224101513E2,-6.153608561E-1,3.202053607E-1,4.073783755E-2
1.224202003E2,-5.993590355E-1,2.162559777E-1,4.598149657E-2
1.224302483E2,-5.868941545E-1,1.252640188E-1,4.681639746E-2
1.224402963E2,-5.778186321E-1,2.436534874E-2,5.281511694E-2
1.224503453E2,-5.819777250E-1,-7.881962508E-2,5.452539772E-2
1.224603933E2,-5.913178921E-1,-1.753495336E-1,5.286598206E-2
1.224704423E2,-6.008474827E-1,-2.541258633E-1,5.588281155E-2
1.224804903E2,-5.736739635E-1,-3.308649063E-1,5.146685988E-2
1.224905383E2,-5.210544467E-1,-3.984690011E-1,2.320805937E-2
1.225005873E2,-4.270320535E-1,-4.471814036E-1,-1.129265875E-2
1.225106353E2,-3.035449982E-1,-4.440396726E-1,-5.496743694E-2
1.225206833E2,-1.907086074E-1,-3.473212719E-1,-1.084531322E-1
1.225307323E2,-1.366893202E-1,-2.003544569E-1,-1.334927082E-1
1.225407803E2,-1.222552732E-1,-1.380170882E-1,-1.406686455E-1
1.225508283E2,-1.366629750E-1,-1.569603980E-1,-1.662682891E-1
1.225608773E2,-1.396105736E-1,-2.055583149E-1,-2.295369506E-1
1.225709253E2,-8.224235475E-2,-7.929944992E-2,-3.318465650E-1
1.225809743E2,1.003161166E-2,2.099089026E-1,-4.831801653E-1
1.225910223E2,6.380403042E-2,2.945662737E-1,-6.641038060E-1
1.226010703E2,1.512078941E-1,1.559396684E-1,-8.388455510E-1
1.226111193E2,1.703858525E-1,-4.482592642E-2,-9.290398359E-1
1.226211673E2,1.247054338E-1,-1.457951665E-1,-8.849884272E-1
1.226312153E2,5.053346977E-2,-1.515334845E-1,-7.378093600E-1
1.226412643E2,-6.367616355E-2,-1.119881719E-1,-5.186669827E-1
1.226513123E2,-2.393931299E-1,-1.083657444E-1,-2.852300406E-1
1.226613613E2,-4.116695225E-1,-2.069897503E-1,-7.997196168E-2
1.226714093E2,-5.014420748E-1,-3.718825579E-1,7.933034003E-2
1.226814573E2,-5.107775927E-1,-3.903844655E-1,1.594349146E-1
1.226915063E2,-4.498170316E-1,-1.976080984E-1,2.259798646E-1
1.227015543E2,-3.231117725E-1,1.097830757E-1,3.435444236E-1
1.227116023E2,-1.781385988E-1,3.620954752E-1,4.068296552E-1
1.227216513E2,-1.099171769E-2,4.865183234E-1,4.264105558E-1
1.227316993E2,1.584060937E-1,5.296176076E-1,3.554088175E-1
1.227417483E2,3.368973732E-1,5.199839473E-1,2.098784000E-1
1.227517963E2,4.780561030E-1,4.437938631E-1,1.123901904E-1
1.227618443E2,5.763311982E-1,2.891941071E-1,9.770796448E-2
1.227718933E2,6.330024600E-1,1.223183274E-1,1.297420561E-1
1.227819413E2,6.579005718E-1,-1.116578002E-2,1.744674146E-1
1.227919893E2,6.540043354E-1,-7.930275798E-2,2.716602683E-1
1.228020383E2,6.413198113E-1,-1.213694215E-1,3.834111392E-1
1.228120863E2,6.051972508E-1,-1.431082785E-1,4.645973146E-1
1.228221353E2,5.788276792E-1,-1.487334073E-1,5.140784979E-1
1.228321833E2,5.499659777E-1,-1.290060431E-1,5.168015957E-1
1.228422313E2,5.331259966E-1,-9.952539206E-2,4.779320955E-1
1.228522803E2,5.254158378E-1,-7.649411261E-2,4.178195000E-1
1.228623283E2,5.175464749E-1,-5.498241261E-2,3.735454381E-1
1.228723763E2,5.019730926E-1,-2.573424764E-2,3.353487849E-1
1.228824253E2,4.895723164E-1,2.862268873E-2,2.993609309E-1
1.228924733E2,4.781369865E-1,7.277417183E-2,2.736529112E-1
1.229025223E2,4.708860517E-1,1.108515710E-1,2.603604198E-1
1.229125703E2,4.669269919E-1,1.307211369E-1,2.602688074E-1
1.229226183E2,4.612035453E-1,1.294672936E-1,2.524369955E-1
1.229326673E2,4.589345455E-1,1.021520570E-1,2.350726426E-1
1.229427153E2,4.722928703E-1,8.101180196E-2,2.040810138E-1
1.229527633E2,4.986038208E-1,4.490919411E-2,1.455809474E-1
1.229628123E2,5.452412367E-1,-2.771418309E-3,7.607042044E-2
1.229728603E2,5.838211179E-1,-4.269007221E-2,5.753915757E-3
1.229829093E2,5.896584392E-1,-8.051232994E-2,-4.361166432E-2
1.229929573E2,5.467271805E-1,-1.303123832E-1,-5.427735671E-2
1.230030053E2,4.680742323E-1,-1.890571564E-1,-3.046044149E-2
1.230130543E2,3.732310832E-1,-2.080159336E-1,1.066382602E-2
1.230231023E2,2.958060205E-1,-1.755078137E-1,5.689577013E-2
1.230331503E2,2.400625944E-1,-1.107666418E-1,1.040425152E-1
1.230431993E2,1.994507909E-1,-5.821178108E-2,1.577191055E-1
1.230532473E2,1.097121090E-1,-6.858345866E-2,2.093695104E-1
1.230632953E2,-1.474765986E-1,-1.779512763E-1,3.087727427E-1
1.230733443E2,-4.995723367E-1,-1.547170579E-1,5.281850100E-1
1.230833923E2,-6.925462484E-1,1.607147008E-1,8.106181622E-1
1.230934413E2,-5.227758884E-1,5.500485897E-1,1.022236586E0
1.231034893E2,-4.100415707E-1,4.436071217E-1,8.893898129E-1
1.231135373E2,-3.721623719E-1,-3.402095661E-2,5.532128811E-1
1.231235863E2,-2.928063571E-1,-3.457868695E-1,2.028196752E-1
1.231336343E2,-1.589383185E-1,-4.352832139E-1,-1.320206225E-1
1.231436823E2,6.202996895E-2,-4.729267657E-1,-3.727709651E-1
1.231537313E2,3.681531549E-1,-4.954240918E-1,-4.780845940E-1
1.231637793E2,6.351358891E-1,-4.663170278E-1,-4.606983662E-1
1.231738283E2,7.596130967E-1,-4.240758121E-1,-3.405503929E-1
1.231838763E2,7.504335046E-1,-3.151407838E-1,-1.800281554E-1
1.231939243E2,6.509873867E-1,-9.976961464E-2,-4.929197207E-2
1.232039733E2,4.531507194E-1,2.249656320E-1,2.134193107E-2
1.232140213E2,1.741811633E-1,5.251302719E-1,9.308935702E-2
1.232240693E2,-1.228695363E-1,7.191190720E-1,1.255719215E-1
1.232341183E2,-3.619095385E-1,7.336082458E-1,9.206856042E-2
1.232441663E2,-4.937054217E-1,6.114354730E-1,-2.970985696E-2
1.232542153E2,-5.434780717E-1,4.061816335E-1,-1.929142177E-1
1.232642633E2,-5.500274897E-1,1.642085165E-1,-3.311427236E-1
1.232743113E2,-5.416025519E-1,-2.712656558E-2,-4.630672038E-1
1.232843601E2,-5.205505490E-1,-1.062997207E-1,-5.772616267E-1
1.232944081E2,-4.966724217E-1,-1.319451630E-1,-6.642553806E-1
1.233044561E2,-4.720391631E-1,-1.206418648E-1,-7.054742575E-1
1.233145051E2,-4.626134336E-1,-7.400219142E-2,-7.040164471E-1
1.233245531E2,-4.527066648E-1,-6.227298081E-2,-6.247728467E-1
1.233346021E2,-4.433427155E-1,1.015221886E-2,-4.965232611E-1
1.233446501E2,-4.478894472E-1,1.157439649E-1,-3.662887812E-1
1.233546981E2,-4.661749899E-1,2.525582612E-1,-2.420070469E-1
1.233647471E2,-4.951587021E-1,3.794413805E-1,-1.552449763E-1
1.233747951E2,-5.430737734E-1,4.535694122E-1,-1.151327193E-1
1.233848431E2,-5.942634344E-1,4.681195915E-1,-9.185594320E-2
1.233948921E2,-6.481767297E-1,4.442102611E-1,-7.844506204E-2
1.234049401E2,-6.836524010E-1,3.848524392E-1,-7.375629991E-2
1.234149891E2,-6.971059442E-1,3.076721430E-1,-6.944783777E-2
1.234250371E2,-6.849458814E-1,2.302114815E-1,-5.528775975E-2
1.234350851E2,-6.737440825E-1,1.526796669E-1,-1.928102225E-2
1.234451341E2,-6.683165431E-1,5.208730325E-2,3.376611322E-2
1.234551821E2,-6.754907966E-1,-5.081537366E-2,8.826210350E-2
1.234652301E2,-6.908395290E-1,-8.351881802E-2,1.084918007E-1
1.234752791E2,-6.903580427E-1,-1.103134155E-1,1.353263408E-1
1.234853271E2,-6.546098590E-1,-1.412281543E-1,1.458271891E-1
1.234953751E2,-5.909946561E-1,-1.835945249E-1,1.262846440E-1
1.235054241E2,-5.046977997E-1,-2.161487192E-1,8.560848236E-2
1.235154721E2,-4.169925153E-1,-2.362760901E-1,2.845624648E-2
1.235255211E2,-3.376782835E-1,-1.947622597E-1,-2.625685371E-2
1.235355691E2,-3.039272428E-1,-8.750477433E-2,-6.223189831E-2
1.235456171E2,-3.190250099E-1,3.175074980E-2,-5.940879136E-2
1.235556661E2,-3.464537263E-1,7.169523835E-2,-2.664258704E-2
1.235657141E2,-3.957370520E-1,4.111165181E-3,2.357568406E-2
1.235757631E2,-4.134183228E-1,-1.746250242E-1,8.082085848E-2
1.235858111E2,-3.505210876E-1,-3.615751863E-1,8.432180434E-2
1.235958591E2,-2.881613076E-1,-2.505485415E-1,-5.626247823E-2
1.236059081E2,-2.871197462E-1,2.020136118E-1,-2.770333588E-1
1.236159561E2,-2.999114394E-1,5.266042352E-1,-5.192654133E-1
1.236260041E2,-2.461898923E-1,4.194167554E-1,-7.507675886E-1
1.236360531E2,-2.438431233E-1,1.582666636E-1,-8.493836522E-1
1.236461011E2,-2.611611187E-1,-9.397163987E-3,-8.209825754E-1
1.236561491E2,-2.958399951E-1,-6.304308027E-2,-7.257319093E-1
1.236661981E2,-3.849519491E-1,-9.295351058E-2,-5.494584441E-1
1.236762461E2,-5.425397158E-1,-2.137268037E-1,-3.294198215E-1
1.236862951E2,-7.154151797E-1,-3.818969727E-1,-1.207692996E-1
1.236963431E2,-8.224276304E-1,-4.345159829E-1,6.722138077E-2
1.237063911E2,-8.357412815E-1,-3.012170196E-1,2.342196852E-1
1.237164401E2,-7.579226494E-1,-4.197479784E-2,4.157042503E-1
1.237264881E2,-6.277319193E-1,2.688741684E-1,5.313978791E-1
1.237365361E2,-4.655882716E-1,5.293105245E-1,5.941965580E-1
1.237465851E2,-2.946671247E-1,6.849975586E-1,5.776146054E-1
1.237566331E2,-1.159666255E-1,7.497454286E-1,4.218761921E-1
1.237666821E2,4.642757401E-2,7.121368051E-1,2.397081405E-1
1.237767301E2,1.436547935E-1,5.370084047E-1,1.169460043E-1
1.237867781E2,1.949560344E-1,2.611216307E-1,9.839410335E-2
1.237968271E2,2.212265283E-1,-7.781201974E-3,1.152242124E-1
1.238068751E2,2.212717831E-1,-2.527454197E-1,1.740966439E-1
1.238169231E2,2.138812542E-1,-4.265028536E-1,2.403614074E-1
1.238269721E2,1.926065981E-1,-5.398288965E-1,3.207021058E-1
1.238370201E2,1.609858274E-1,-5.939909220E-1,3.756889105E-1
1.238470691E2,1.425644904E-1,-5.817506909E-1,4.002760053E-1
1.238571171E2,1.370504200E-1,-5.262235403E-1,4.046555758E-1
1.238671651E2,1.351495087E-1,-4.009063244E-1,3.923200071E-1
1.238772141E2,1.394734085E-1,-2.422913909E-1,3.801826537E-1
1.238872621E2,1.516056806E-1,-7.072310895E-2,3.742479980E-1
1.238973101E2,1.672735959E-1,8.776746690E-2,3.531365991E-1
1.239073591E2,1.928268820E-1,2.065060884E-1,3.088134825E-1
1.239174071E2,2.279838026E-1,2.695894539E-1,2.638241649E-1
1.239274561E2,2.647569776E-1,2.565804124E-1,2.282876074E-1
1.239375041E2,3.028343320E-1,2.098075897E-1,1.881335229E-1
1.239475521E2,3.419257998E-1,1.565009654E-1,1.583613604E-1
1.239576011E2,3.750307560E-1,1.015666127E-1,1.283725649E-1
1.239676491E2,4.003039300E-1,4.042739049E-2,9.447862208E-2
1.239776971E2,4.236486852E-1,-2.752210014E-2,5.519219860E-2
1.239877461E2,4.478303492E-1,-1.221906096E-1,1.575626805E-2
